Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Home_Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Customer_Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Recurring_Monthly_Revenue
8976-OQHGT,Female,38,Yes,3,Lomita,90717,33.794209,-118.317354,5,4,None,Yes,42.71,No,Yes,DSL,56,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0,0,170.84,405.94,Churned,Dissatisfaction,Lack of self-service on Website,101.485
8980-WQFWL,Female,61,No,0,Ontario,91761,34.035602,-117.591528,0,35,None,Yes,2.15,No,Yes,DSL,7,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,0,0,75.25,2171.35,Stayed,NULL,NULL,62.03857143
8981-FJGLA,Male,63,No,2,Hemet,92545,33.734933,-117.044145,0,11,Offer D,Yes,47.12,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78,851.8,0,0,518.32,1370.12,Stayed,NULL,NULL,124.5563636
8982-NHAVY,Male,23,No,0,Littlerock,93543,34.505273,-117.955054,0,27,Offer C,Yes,8.86,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.5,2673.45,0,70,239.22,2982.67,Stayed,NULL,NULL,110.4692593
8985-OOPOS,Female,54,No,0,Occidental,95465,38.415003,-122.998726,0,1,None,Yes,36.05,No,Yes,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,74.1,0,0,36.05,110.15,Joined,NULL,NULL,110.15
8990-YOZLV,Female,46,No,0,Hickman,95323,37.605926,-120.69955,0,69,Offer A,Yes,13.91,Yes,Yes,Cable,7,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.9,4577.9,0,0,959.79,5537.69,Stayed,NULL,NULL,80.25637681
8990-ZXLSU,Female,63,No,0,Sun City,92586,33.707483,-117.200006,0,9,Offer E,Yes,29.87,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.05,651.5,0,0,268.83,920.33,Stayed,NULL,NULL,102.2588889
8992-CEUEN,Female,59,No,0,Arnold,95223,38.32153,-120.236358,0,1,None,Yes,7.8,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0,0,7.8,26.65,Joined,NULL,NULL,26.65
8992-JQYUN,Male,40,Yes,0,San Fernando,91340,34.286131,-118.435969,1,1,Offer E,No,0,No,Yes,DSL,20,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,50.35,0,0,0,50.35,Churned,Competitor,Competitor offered more data,50.35
8992-OBVDG,Male,25,No,0,Desert Hot Springs,92240,33.948558,-116.516976,0,21,Offer D,Yes,39.85,No,Yes,DSL,52,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.65,1393.6,0,0,836.85,2230.45,Stayed,NULL,NULL,106.2119048
8992-VONJD,Female,63,No,1,Long Beach,90822,33.778436,-118.118648,0,13,None,Yes,27.04,No,Yes,DSL,10,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56,764.55,0,0,351.52,1116.07,Stayed,NULL,NULL,85.85153846
8993-IZEUX,Male,54,No,0,Adin,96006,41.171578,-120.913161,0,7,None,Yes,21.12,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,488.65,0,0,147.84,636.49,Stayed,NULL,NULL,90.92714286
8993-PHFWD,Female,62,No,0,Old Station,96071,40.656287,-121.428965,0,3,None,No,0,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,58.9,0,0,0,58.9,Churned,Competitor,Competitor had better devices,19.63333333
8996-ZROXE,Male,78,No,0,Miranda,95553,40.210895,-123.86,0,57,Offer B,Yes,28.44,No,Yes,DSL,24,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,53.5,3035.8,0,0,1621.08,4656.88,Stayed,NULL,NULL,81.69964912
8999-BOHSE,Female,68,No,0,Gilroy,95020,37.03889,-121.528955,0,11,None,Yes,3.96,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0,0,43.56,1091.26,Churned,Attitude,Attitude of support person,99.20545455
8999-EXMNO,Female,48,Yes,3,Dos Rios,95429,39.756049,-123.358701,1,19,Offer D,Yes,31.85,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,989.88,Stayed,NULL,NULL,52.09894737
9000-PLFUZ,Female,70,Yes,0,Merced,95340,37.255637,-120.493537,3,60,None,No,0,No,Yes,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0,40,0,2947.55,Stayed,NULL,NULL,49.12583333
9013-AQORL,Female,26,No,2,Ramona,92065,33.044541,-116.833922,0,48,Offer B,No,0,No,Yes,DSL,48,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.55,2108.35,0,0,0,2108.35,Stayed,NULL,NULL,43.92395833
9019-QVLZD,Female,58,No,0,Oakland,94602,37.803883,-122.208417,0,1,None,Yes,32.13,No,Yes,Fiber Optic,15,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55,79.55,0,10,32.13,121.68,Churned,Competitor,Competitor made better offer,121.68
9025-AOMKI,Female,42,No,0,Carpinteria,93013,34.441398,-119.513163,0,6,Offer E,Yes,43.8,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0,0,262.8,799.2,Churned,Other,Moved,133.2
9025-ZRPVR,Male,59,No,0,Pacific Grove,93950,36.618337,-121.926417,0,9,Offer E,Yes,49.74,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,185.6,0,0,447.66,633.26,Churned,Attitude,Attitude of support person,70.36222222
9026-LHEVG,Female,45,No,0,Boulevard,91905,32.677097,-116.304991,0,9,Offer E,No,0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0,20,0,379.4,Stayed,NULL,NULL,42.15555556
9026-RNUJS,Male,73,No,0,Van Nuys,91401,34.178483,-118.431791,0,5,None,Yes,18.69,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0,0,93.45,330.7,Churned,Dissatisfaction,Product dissatisfaction,66.14
9027-YFHQJ,Male,26,No,0,San Francisco,94112,37.720498,-122.443119,0,7,Offer E,Yes,45.13,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,0,0,315.91,468.86,Stayed,NULL,NULL,66.98
9029-FEGVJ,Female,68,Yes,0,Escondido,92027,33.141265,-116.967221,2,32,Offer C,Yes,2.17,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,2570,0,0,69.44,2639.44,Stayed,NULL,NULL,82.4825
9030-QGZNL,Female,31,No,0,Corona,92883,33.762351,-117.488725,0,8,None,Yes,11.46,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.85,161.65,0,0,91.68,253.33,Stayed,NULL,NULL,31.66625
9033-EOXWV,Female,57,No,0,Oakland,94603,37.739113,-122.175602,0,12,None,Yes,42.58,Yes,Yes,DSL,22,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.05,872.65,48.61,0,510.96,1335,Churned,Other,Don't know,111.25
9039-RBEEE,Male,27,No,0,Santa Clara,95050,37.351214,-121.952417,0,39,None,No,0,No,Yes,Cable,48,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,0,0,0,1880.85,Churned,Price,Price too high,48.22692308
9039-ZVJDC,Male,49,No,0,Pauma Valley,92061,33.313828,-116.940501,0,3,None,Yes,16.32,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,53.05,0,0,48.96,102.01,Joined,NULL,NULL,34.00333333
9040-KZVWO,Male,59,No,0,Big Bear Lake,92315,34.242058,-116.89802,0,26,Offer C,Yes,39.63,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,0,0,1030.38,3048.48,Stayed,NULL,NULL,117.2492308
9046-DQMTP,Male,49,No,0,Kyburz,95720,38.766036,-120.209673,0,35,None,Yes,17.92,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.75,739.9,0,0,627.2,1367.1,Stayed,NULL,NULL,39.06
9046-JBFWA,Male,20,No,2,Port Costa,94569,38.035707,-122.196821,0,27,None,Yes,30.36,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,537.35,0,0,819.72,1357.07,Stayed,NULL,NULL,50.26185185
9048-JVYVF,Male,48,No,0,Fallbrook,92028,33.362575,-117.299644,0,3,None,Yes,35.64,No,Yes,Cable,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0,0,106.92,298.27,Churned,Other,Don't know,99.42333333
9050-IKDZA,Female,66,No,0,Clovis,93611,36.917652,-119.593757,0,2,None,Yes,24.95,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.5,162.55,0,0,49.9,212.45,Joined,NULL,NULL,106.225
9050-QLROH,Male,26,No,0,San Diego,92126,32.886925,-117.152162,0,18,None,Yes,28.59,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.7,1597.25,0,0,514.62,2111.87,Churned,Competitor,Competitor made better offer,117.3261111
9052-DHNKM,Male,23,No,0,Redondo Beach,90277,33.830453,-118.384565,0,26,None,Yes,38.04,Yes,Yes,DSL,73,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.55,1581.95,0,0,989.04,2570.99,Stayed,NULL,NULL,98.88423077
9054-FOWNV,Male,53,Yes,3,Brentwood,94513,37.908242,-121.682472,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75,1885.15,0,0,250.58,2135.73,Stayed,NULL,NULL,97.07863636
9057-MSWCO,Male,71,Yes,0,San Diego,92122,32.85723,-117.209774,0,27,None,No,0,No,Yes,Cable,13,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,30.75,805.1,0,140,0,945.1,Churned,Competitor,Competitor made better offer,35.0037037
9057-SIHCH,Female,48,No,0,Twentynine Palms,92278,34.457829,-116.139589,0,3,Offer E,Yes,9.95,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0,0,29.85,321.75,Churned,Price,Price too high,107.25
9058-CBREO,Female,69,No,0,Winton,95388,37.421299,-120.599587,0,1,None,Yes,22.56,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0,0,22.56,73.11,Churned,Dissatisfaction,Product dissatisfaction,73.11
9058-MJLZC,Female,37,No,0,Yuba City,95991,39.02741,-121.614982,0,24,None,Yes,35.56,No,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0,0,853.44,3136.59,Stayed,NULL,NULL,130.69125
9060-HJJRW,Female,52,No,0,Culver City,90232,34.019323,-118.391902,0,51,None,No,0,No,Yes,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0,0,0,2928.5,Stayed,NULL,NULL,57.42156863
9061-TIHDA,Male,67,Yes,0,Murrieta,92563,33.581045,-117.14719,1,13,None,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,Churned,Competitor,Competitor had better devices,122.8969231
9063-ZGTUY,Female,22,Yes,0,Adelanto,92301,34.667815,-117.536183,3,61,None,Yes,46.27,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,1182.55,0,0,2822.47,4005.02,Churned,Price,Long distance charges,65.65606557
9066-QRSDU,Female,23,Yes,0,Marina,93933,36.689582,-121.758398,7,69,Offer A,Yes,22.08,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,26.3,1763.55,0,0,1523.52,3287.07,Stayed,NULL,NULL,47.63869565
9067-SQTNS,Male,37,Yes,2,Salinas,93905,36.667794,-121.601306,1,44,None,Yes,34.94,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,926,0,0,1537.36,2463.36,Stayed,NULL,NULL,55.98545455
9067-YGSCA,Female,35,No,0,Salinas,93901,36.64152,-121.622188,0,70,None,Yes,31.33,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,26.05,1856.4,0,0,2193.1,4049.5,Stayed,NULL,NULL,57.85
9068-FHQHD,Female,42,Yes,3,Petrolia,95558,40.274302,-124.210902,1,40,None,Yes,3.01,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0,0,120.4,897.75,Stayed,NULL,NULL,22.44375
9069-LGEUL,Male,25,Yes,0,San Diego,92117,32.825086,-117.199424,5,23,None,Yes,3.67,No,Yes,DSL,69,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,1406,26.55,140,84.41,1603.86,Stayed,NULL,NULL,69.73304348
9074-KGVOX,Male,44,Yes,3,Westport,95488,39.724433,-123.767578,10,50,None,No,0,No,Yes,DSL,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,39.45,2021.35,0,0,0,2021.35,Stayed,NULL,NULL,40.427
9081-WWXKP,Female,64,Yes,1,Soledad,93960,36.414216,-121.360597,8,47,None,Yes,37.35,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,873.4,0,0,1755.45,2628.85,Stayed,NULL,NULL,55.93297872
9084-OAYKL,Male,29,No,0,Little River,95456,39.245911,-123.77214,0,58,Offer B,Yes,49.02,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.8,1212.25,0,0,2843.16,4055.41,Stayed,NULL,NULL,69.92086207
9086-YJYXS,Male,23,Yes,1,San Martin,95046,37.084697,-121.606417,0,34,Offer C,Yes,5.39,Yes,Yes,Cable,52,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,77.2,2753.8,0,0,183.26,2937.06,Stayed,NULL,NULL,86.38411765
9087-EYCPR,Female,63,No,0,Manteca,95336,37.830267,-121.201018,0,60,Offer B,Yes,39.41,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25,1505.05,0,0,2364.6,3869.65,Stayed,NULL,NULL,64.49416667
9089-UOWJG,Female,51,Yes,3,Lotus,95651,38.815515,-120.916997,2,12,None,Yes,7.97,No,Yes,DSL,52,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.35,740.55,0,0,95.64,836.19,Stayed,NULL,NULL,69.6825
9092-GDZKO,Male,49,No,0,New Cuyama,93254,34.956577,-119.750142,0,22,Offer D,Yes,22.97,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.85,493.4,21.32,0,505.34,977.42,Stayed,NULL,NULL,44.42818182
9093-FPDLG,Female,54,No,0,Hilmar,95324,37.394536,-120.890747,0,11,None,Yes,9.52,No,Yes,Fiber Optic,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0,0,104.72,1104.62,Stayed,NULL,NULL,100.42
9094-AZPHK,Female,64,No,0,San Bernardino,92405,34.142747,-117.300864,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415,0,0,481.05,1896.05,Stayed,NULL,NULL,126.4033333
9095-HFAFX,Female,61,No,0,San Diego,92126,32.886925,-117.152162,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,81,389.6,0,10,101,500.6,Churned,Competitor,Competitor made better offer,100.12
9097-ZUBYC,Male,39,Yes,0,North San Juan,95960,39.423046,-120.984472,4,14,Offer D,Yes,21.34,No,Yes,DSL,24,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,664.4,0,0,298.76,963.16,Stayed,NULL,NULL,68.79714286
9099-FTUHS,Female,40,No,0,Grass Valley,95945,39.194539,-120.988066,0,23,None,Yes,48.63,Yes,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.4,1249.25,0,0,1118.49,2367.74,Stayed,NULL,NULL,102.9452174
9101-NTIXF,Male,32,No,0,Lompoc,93436,34.601055,-120.382917,0,2,Offer E,Yes,15.16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,50.6,0,0,30.32,80.92,Joined,NULL,NULL,40.46
9102-IAYHT,Female,29,Yes,0,Salinas,93908,36.624338,-121.615669,1,17,None,Yes,47.76,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1451.6,0,0,811.92,2263.52,Churned,Attitude,Attitude of support person,133.1482353
9103-CXVOK,Male,31,Yes,2,Grover Beach,93433,35.120833,-120.61843,8,1,None,Yes,30.38,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,30.38,50.13,Joined,NULL,NULL,50.13
9103-TCIHJ,Female,60,No,0,Los Angeles,90059,33.927254,-118.249826,0,15,Offer D,Yes,40.66,Yes,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.7,899.8,0,0,609.9,1509.7,Churned,Price,Price too high,100.6466667
9108-EJFJP,Female,21,Yes,0,Jacumba,91934,32.649787,-116.2237,6,1,Offer E,Yes,16.06,No,Yes,DSL,59,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,53.55,53.55,0,0,16.06,69.61,Joined,NULL,NULL,69.61
9108-EQPNQ,Female,27,Yes,2,San Leandro,94577,37.717196,-122.159338,10,10,Offer D,Yes,18.57,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,225.55,0,0,185.7,411.25,Stayed,NULL,NULL,41.125
9112-WSNPU,Female,65,No,0,Monterey,93940,36.362741,-121.869685,0,35,None,Yes,16.91,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,2419,0,0,591.85,3010.85,Stayed,NULL,NULL,86.02428571
9114-DPSIA,Male,22,Yes,3,Stockton,95205,37.965695,-121.260051,8,72,None,Yes,2.73,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81,5750,0,0,196.56,5946.56,Stayed,NULL,NULL,82.59111111
9117-SHLZX,Male,36,No,0,Fremont,94538,37.505768,-121.962472,0,1,None,Yes,10.41,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0,0,10.41,56.11,Churned,Dissatisfaction,Poor expertise of phone support,56.11
9121-PHQSR,Male,69,Yes,0,Stratford,93266,36.175255,-119.813805,6,16,Offer D,Yes,48.41,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.05,1391.15,0,0,774.56,2165.71,Stayed,NULL,NULL,135.356875
9122-UMROB,Male,29,No,0,Los Angeles,90010,34.062125,-118.315709,0,1,None,Yes,10.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,0,0,10.84,31.14,Joined,NULL,NULL,31.14
9124-LHCJQ,Female,22,No,0,Los Angeles,90057,34.061918,-118.277939,0,1,None,Yes,31.03,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.45,85.45,0,0,31.03,116.48,Churned,Price,Price too high,116.48
9127-QRZMH,Male,39,Yes,0,Santa Ana,92706,33.765893,-117.881533,1,44,None,Yes,17.61,No,Yes,DSL,24,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-9,2603.95,0,0,774.84,3378.79,Stayed,NULL,NULL,76.79068182
9129-UXERG,Female,65,No,0,Van Nuys,91405,34.202494,-118.448048,0,18,None,Yes,1.27,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,103.6,1806.35,0,10,22.86,1839.21,Stayed,NULL,NULL,102.1783333
9133-AYJZG,Female,40,No,0,Mill Valley,94941,37.901371,-122.572024,0,23,None,Yes,14.45,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.7,2249.1,0,0,332.35,2581.45,Stayed,NULL,NULL,112.2369565
9134-CEQMF,Male,75,Yes,0,Nice,95464,39.12334,-122.838198,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0,0,95.41,772.11,Churned,Dissatisfaction,Network reliability,110.3014286
9135-HSWOC,Male,28,Yes,1,Fremont,94555,37.555473,-122.080312,3,64,Offer B,Yes,14.93,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.7,1274.05,0,0,955.52,2229.57,Stayed,NULL,NULL,34.83703125
9136-ALYBR,Male,44,No,0,Fontana,92337,34.049671,-117.468896,0,1,None,No,0,No,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,24.45,0,0,0,24.45,Churned,Price,Extra data charges,24.45
9137-NOQKA,Male,80,No,0,South San Francisco,94080,37.654436,-122.426468,0,2,None,Yes,7.03,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,37.2,0,0,14.06,51.26,Joined,NULL,NULL,25.63
9138-EFSMO,Male,54,Yes,3,Orosi,93647,36.600185,-119.175655,3,26,None,Yes,24.17,No,Yes,Fiber Optic,75,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2034.25,0,0,628.42,2662.67,Stayed,NULL,NULL,102.4103846
9139-TWBAS,Female,34,Yes,0,Los Angeles,90014,34.043144,-118.251977,10,26,None,No,0,No,Yes,Cable,28,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,47.85,1190.5,0,80,0,1270.5,Stayed,NULL,NULL,48.86538462
9142-KZXOP,Male,41,No,0,Sylmar,91342,34.321621,-118.399841,0,44,Offer B,Yes,1.7,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,2958.95,0,0,74.8,3033.75,Stayed,NULL,NULL,68.94886364
9142-XMYJH,Female,46,No,0,Fresno,93721,36.732694,-119.783786,0,29,None,Yes,2.76,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,601.6,0,0,80.04,681.64,Stayed,NULL,NULL,23.50482759
9143-CANJF,Female,29,Yes,3,Topaz,96133,38.636052,-119.489162,7,24,None,Yes,27.37,No,Yes,DSL,85,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.15,1319.85,0,0,656.88,1976.73,Stayed,NULL,NULL,82.36375
9146-JRIOX,Female,47,Yes,1,Shaver Lake,93664,37.223,-119.001021,1,14,None,Yes,31.7,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.55,372.45,0,0,443.8,816.25,Stayed,NULL,NULL,58.30357143
9150-HEPMB,Male,57,No,0,Corona,92882,33.819385,-117.600213,0,56,None,Yes,21.61,No,Yes,Cable,27,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,52.7,3019.7,0,0,1210.16,4229.86,Stayed,NULL,NULL,75.53321429
9150-KPBJQ,Female,43,No,0,Los Angeles,90062,34.003553,-118.308933,0,6,None,Yes,29.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,116.85,0,0,174.54,291.39,Stayed,NULL,NULL,48.565
9152-AMKAK,Male,50,No,0,Coalinga,93210,36.186867,-120.387793,0,6,Offer E,Yes,22.95,No,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.25,493.4,0,0,137.7,631.1,Stayed,NULL,NULL,105.1833333
9153-BTBVV,Female,61,Yes,0,San Francisco,94121,37.776718,-122.495781,1,71,Offer A,Yes,48.01,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,1753,0,0,3408.71,5161.71,Stayed,NULL,NULL,72.70014085
9163-GHAYE,Female,34,No,0,Stockton,95204,37.974498,-121.319568,0,15,None,Yes,31.68,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,736.8,0,0,475.2,1212,Stayed,NULL,NULL,80.8
9167-APMXZ,Female,23,No,0,Long Beach,90810,33.819814,-118.222416,0,22,None,Yes,19.2,Yes,Yes,Fiber Optic,41,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.15,1821.95,0,60,422.4,2304.35,Stayed,NULL,NULL,104.7431818
9169-BSVIN,Male,21,No,0,Winchester,92596,33.657433,-117.04254,0,12,None,Yes,18.52,Yes,Yes,DSL,53,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,74.75,827.05,0,0,222.24,1049.29,Stayed,NULL,NULL,87.44083333
9170-ARBTB,Female,41,Yes,0,Felton,95018,37.089111,-122.062213,0,52,None,Yes,8.25,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429,1395.33,Stayed,NULL,NULL,26.83326923
